chinese,thai_meaning,category,hsk_level
瓶颈,"คอขวด, ปัญหาที่แก้ไขยาก",,hsk7
萍水相逢,พบกันโดยบังเอิญ,,hsk7
颇,"ค่อนข้าง, พอสมควร",,hsk7
迫不及待,"อดใจรอไม่ไหว, ใจร้อนรน",,hsk7
迫害,"การกดขี่, การข่มเหง",,hsk7
迫使,"บังคับ, บีบบังคับ",,hsk7
破案,"คลี่คลายคดี, ไขคดี",,hsk7
破除,"ขจัด, ทำลาย",,hsk7
破解,"ไขปริศนา, แก้ปัญหา",,hsk7
破旧,"เก่า, ทรุดโทรม",,hsk7
破裂,"แตกหัก, ร้าวฉาน",,hsk7
破灭,"แตกสลาย, พังทลาย",,hsk7
破碎,"แตกละเอียด, แหลกสลาย",,hsk7
魄力,"ความเด็ดเดี่ยว, พลังใจ",,hsk7
泼冷水,"สาดน้ำเย็นใส่, ทำให้เสียกำลังใจ",,hsk7
扑克,ไพ่ป๊อก,,hsk7
扑面而来,พัดมาปะทะหน้า,,hsk7
朴实,"เรียบง่าย, ซื่อตรง",,hsk7
朴素,"เรียบง่าย, ไม่หรูหรา",,hsk7
普通人,คนธรรมดา,,hsk7
谱,"โน้ตเพลง, แผนผัง, แบบ",,hsk7
铺路,"ปูทาง, วางแผน",,hsk7
瀑布,น้ำตก,,hsk7
曝光,"เปิดเผย, แฉ",,hsk7
七嘴八舌,"พูดกันจ้อกแจ้ก, พูดไม่หยุด",,hsk7
沏,"ชง (ชา, กาแฟ)",,hsk7
凄凉,"หดหู่, เปล่าเปลี่ยว",,hsk7
期盼,"คาดหวัง, รอคอย",,hsk7
欺骗,"หลอกลวง, โกหก",,hsk7
漆,"สี, น้ำมันชักเงา",,hsk7
齐心协力,"ร่วมแรงร่วมใจ, สามัคคี",,hsk7
其后,หลังจากนั้น,,hsk7
其间,"ระหว่างนั้น, ในระหว่าง",,hsk7
奇花异草,"ดอกไม้แปลกหายาก, พืชพรรณหายาก",,hsk7
奇特,"แปลก, พิสดาร",,hsk7
棋,หมากรุก,,hsk7
棋子,ตัวหมากรุก,,hsk7
旗帜,"ธง, ป้าย",,hsk7
乞丐,ขอทาน,,hsk7
乞求,"วิงวอน, ขอร้อง",,hsk7
乞讨,"ขอทาน, เรี่ยไร",,hsk7
岂有此理,"ไร้สาระ, ไม่น่าเชื่อ",,hsk7
启迪,"จุดประกาย, ให้แรงบันดาลใจ",,hsk7
启蒙,"การให้การศึกษาเบื้องต้น, การปูพื้นฐาน",,hsk7
启示,"การเปิดเผย, การชี้แนะ",,hsk7
起步,"เริ่มต้น, ออกสตาร์ท",,hsk7
起草,ร่าง (เอกสาร),,hsk7
起程,ออกเดินทาง,,hsk7
起初,"ตอนแรก, เริ่มแรก",,hsk7
起伏,"ขึ้นๆ ลงๆ, ผันผวน",,hsk7
起劲,"มีกำลังใจ, กระตือรือร้น",,hsk7
起跑线,เส้นสตาร์ท,,hsk7
起源,"ต้นกำเนิด, ที่มา",,hsk7
气愤,"โกรธ, ขุ่นเคือง",,hsk7
气馁,"เสียกำลังใจ, ท้อแท้",,hsk7
气派,"สง่า, โอ่อ่า",,hsk7
气泡,ฟองอากาศ,,hsk7
气魄,"ความองอาจ, ความกล้าหาญ",,hsk7
气味,กลิ่น,,hsk7
气息,"ลมหายใจ, กลิ่นอาย",,hsk7
气质,"บุคลิกภาพ, ออร่า",,hsk7
迄今,จนถึงปัจจุบัน,,hsk7
迄今为止,"จนถึงขณะนี้, จนถึงปัจจุบัน",,hsk7
契机,"โอกาส, จังหวะ",,hsk7
契约,"สัญญา, ข้อตกลง",,hsk7
器材,"อุปกรณ์, เครื่องมือ",,hsk7
器械,"เครื่องมือ, อุปกรณ์",,hsk7
恰到好处,"พอดี, เหมาะเจาะ",,hsk7
恰恰相反,ตรงกันข้ามอย่างสิ้นเชิง,,hsk7
恰巧,"บังเอิญ, พอดี",,hsk7
恰如其分,"เหมาะสม, พอดี",,hsk7
千变万化,"เปลี่ยนแปลงตลอดเวลา, หลากหลาย",,hsk7
千方百计,"ทุกวิถีทาง, ทุกวิชา",,hsk7
千家万户,"ทุกครัวเรือน, ทุกบ้าน",,hsk7
千军万马,"กองทัพมหาศาล, กองทัพใหญ่",,hsk7
千钧一发,"วิกฤตการณ์, เส้นยาแดงผ่าแปด",,hsk7
迁,"ย้าย, เปลี่ยน",,hsk7
迁就,"ประนีประนอม, ยอมตาม",,hsk7
迁移,"การอพยพ, การย้ายถิ่น",,hsk7
牵扯,"พัวพัน, เกี่ยวข้อง",,hsk7
牵挂,"ห่วงใย, กังวล",,hsk7
牵涉,"เกี่ยวข้อง, พัวพัน",,hsk7
牵头,"เป็นผู้นำ, ริเริ่ม",,hsk7
牵制,"ยับยั้ง, ควบคุม",,hsk7
铅,ตะกั่ว,,hsk7
谦逊,"ถ่อมตน, นอบน้อม",,hsk7
签署,"ลงนาม, เซ็นชื่อ",,hsk7
前辈,"รุ่นก่อน, ผู้ใหญ่",,hsk7
前不久,ไม่นานมานี้,,hsk7
前赴后继,สืบสานต่อกันมา,,hsk7
前期,"ระยะแรก, ช่วงต้น",,hsk7
前任,อดีต (ตำแหน่ง),,hsk7
前所未有,ไม่เคยมีมาก่อน,,hsk7
前台,"เคาน์เตอร์, แผนกต้อนรับ",,hsk7
前无古人,"ไม่เคยมีมาก่อน, เป็นหนึ่งเดียว",,hsk7
前夕,"ก่อนวัน, ก่อนช่วงเวลา",,hsk7
前线,"แนวหน้า, ด่านหน้า",,hsk7
前沿,"แนวหน้า, ขอบ",,hsk7
前仰后合,"หัวเราะจนตัวงอ, หัวเราะกรามค้าง",,hsk7
前者,"อันแรก, สิ่งที่กล่าวถึงก่อน",,hsk7
虔诚,"ศรัทธา, เลื่อมใส",,hsk7
钱财,ทรัพย์สินเงินทอง,,hsk7
潜能,"ศักยภาพ, พลังแฝง",,hsk7
潜水,ดำน้ำ,,hsk7
潜艇,เรือดำน้ำ,,hsk7
潜移默化,ซึมซับโดยไม่รู้ตัว,,hsk7
潜在,"แฝง, ซ่อนเร้น",,hsk7
谴责,"ประณาม, ตำหนิ",,hsk7
欠缺,"ขาดแคลน, บกพร่อง",,hsk7
欠条,"ใบรับเงิน, ใบสัญญาเงินกู้",,hsk7
歉意,"ความรู้สึกผิด, ขอโทษ",,hsk7
枪毙,ประหารชีวิต,,hsk7
腔,"ช่อง, ปริมาตร",,hsk7
强加,"ยัดเยียด, บังคับ",,hsk7
强劲,"แข็งแกร่ง, ทรงพลัง",,hsk7
强项,"จุดแข็ง, ความถนัด",,hsk7
强行,"โดยบังคับ, ฝืนใจ",,hsk7
强硬,"แข็งกร้าว, เด็ดขาด",,hsk7
强占,"ยึดครอง, ครอบครอง",,hsk7
抢夺,"แย่งชิง, ปล้น",,hsk7
抢劫,"ปล้น, จี้",,hsk7
抢眼,"สะดุดตา, โดดเด่น",,hsk7
敲边鼓,"เป่าปี่, สนับสนุน (ทางอ้อม)",,hsk7
乔装,"ปลอมตัว, แฝงตัว",,hsk7
窍门,"เคล็ดลับ, เทคนิค",,hsk7
翘,"ยกขึ้น, โค้ง",,hsk7
撬,"งัด, แงะ",,hsk7
且,"และ, อีกทั้ง",,hsk7
切除,ตัดออก,,hsk7
切断,"ตัดขาด, ตัดทิ้ง",,hsk7
切割,"ตัด, หั่น",,hsk7
切身,"ส่วนตัว, โดยตรง",,hsk7
窃取,"ขโมย, ลักลอบ",,hsk7
亲和力,"ความเป็นมิตร, ความเข้ากันได้",,hsk7
亲近,"ใกล้ชิด, สนิทสนม",,hsk7
亲朋好友,"ญาติมิตร, เพื่อนฝูง",,hsk7
亲热,"อบอุ่น, ใกล้ชิด",,hsk7
亲身,"ด้วยตนเอง, ด้วยตัวเอง",,hsk7
亲生,"สายเลือด, แท้",,hsk7
亲手,ด้วยมือของตนเอง,,hsk7
亲友,"เพื่อนฝูง, ญาติ",,hsk7
侵略,"การรุกราน, การบุกรุก",,hsk7
侵害,"ละเมิด, ทำร้าย",,hsk7
侵权,การละเมิดลิขสิทธิ์,,hsk7
侵占,"ยึดครอง, ครอบครอง",,hsk7
钦佩,"ชื่นชม, ยกย่อง",,hsk7
勤工俭学,การทำงานเพื่อการศึกษา,,hsk7
勤快,"ขยัน, กระตือรือร้น",,hsk7
勤劳,"ขยัน, ทำงานหนัก",,hsk7
寝室,"ห้องนอน, หอพัก",,hsk7
青春期,วัยรุ่น,,hsk7
青蛙,กบ,,hsk7
轻而易举,"ง่ายดาย, สบายๆ",,hsk7
轻蔑,"ดูถูก, เหยียดหยาม",,hsk7
轻微,"เล็กน้อย, เบาบาง",,hsk7
轻型,"รุ่นเบา, แบบเบา",,hsk7
倾家荡产,"ล้มละลาย, หมดตัว",,hsk7
倾听,ตั้งใจฟัง,,hsk7
倾销,การทุ่มตลาด,,hsk7
倾斜,"เอียง, ลาด",,hsk7
清除,"กำจัด, ขจัด",,hsk7
清脆,"เสียงใส, ชัดเจน",,hsk7
清单,"รายการ, บัญชี",,hsk7
清静,"เงียบสงบ, สงัด",,hsk7
清明,"เทศกาลเช็งเม้ง, สว่างสดใส",,hsk7
清晰,"ชัดเจน, แจ่มแจ้ง",,hsk7
清新,"สดชื่น, ใหม่",,hsk7
清真寺,มัสยิด,,hsk7
情,"ความรู้สึก, อารมณ์",,hsk7
情报,"ข่าวกรอง, ข้อมูล",,hsk7
情不自禁,"อดไม่ได้, อดกลั้นไม่ได้",,hsk7
情怀,"ความรู้สึก, อารมณ์",,hsk7
情结,"ปม, ความรู้สึกผูกพัน",,hsk7
情侣,คู่รัก,,hsk7
情人,คนรัก,,hsk7
情谊,"มิตรภาพ, ความสัมพันธ์",,hsk7
情愿,"เต็มใจ, ยินยอม",,hsk7
请柬,บัตรเชิญ,,hsk7
请帖,การ์ดเชิญ,,hsk7
庆典,"งานฉลอง, พิธี",,hsk7
庆贺,"เฉลิมฉลอง, แสดงความยินดี",,hsk7
庆幸,"ยินดี, โชคดี",,hsk7
丘陵,"เนินเขา, ที่ราบสูง",,hsk7
囚犯,"นักโทษ, ผู้ต้องขัง",,hsk7
求婚,ขอแต่งงาน,,hsk7
求救,ขอความช่วยเหลือ,,hsk7
求学,ศึกษาเล่าเรียน,,hsk7
求医,ไปหาหมอ,,hsk7
求证,"พิสูจน์, ตรวจสอบ",,hsk7
求助,"ขอความช่วยเหลือ, พึ่งพา",,hsk7
曲,"โค้ง, งอ",,hsk7
曲线,เส้นโค้ง,,hsk7
曲折,"คดเคี้ยว, ซับซ้อน",,hsk7
驱逐,"ขับไล่, เนรเทศ",,hsk7
屈服,"ยอมจำนน, ยอมแพ้",,hsk7
取代,"แทนที่, เข้ามาแทน",,hsk7
取缔,"คว่ำบาตร, ห้าม",,hsk7
取而代之,เข้ามาแทนที่,,hsk7
取经,"ไปเรียนรู้, ไปหาประสบการณ์",,hsk7
取暖,ให้ความอบอุ่น,,hsk7
取胜,"ชนะ, ได้รับชัยชนะ",,hsk7
取笑,"ล้อเลียน, เยาะเย้ย",,hsk7
娶,แต่งงาน (ผู้ชาย),,hsk7
去除,"กำจัด, ขจัดออก",,hsk7
去处,"ที่ไป, ที่อยู่",,hsk7
去向,"ทิศทาง, จุดหมาย",,hsk7
趣味,"ความสนุกสนาน, ความน่าสนใจ",,hsk7
圈套,"กับดัก, หลุมพราง",,hsk7
圈子,"วง, กลุ่ม",,hsk7
全程,"ตลอดระยะทาง, ตลอดกระบวนการ",,hsk7
全方位,"รอบด้าน, ครอบคลุม",,hsk7
全局,"ภาพรวม, สถานการณ์ทั้งหมด",,hsk7
全力以赴,"สุดกำลัง, เต็มที่",,hsk7
全能,"รอบด้าน, ครอบคลุมทุกด้าน",,hsk7
全文,"ข้อความทั้งหมด, เนื้อหาทั้งหมด",,hsk7
全心全意,"เต็มใจ, ทุ่มเททั้งหมด",,hsk7
全长,ความยาวทั้งหมด,,hsk7
权衡,"ชั่งน้ำหนัก, พิจารณา",,hsk7
权威,"อำนาจ, ผู้เชี่ยวชาญ",,hsk7
权益,"สิทธิ, ผลประโยชน์",,hsk7
拳,กำปั้น,,hsk7
劝告,"คำแนะนำ, การตักเตือน",,hsk7
劝说,"โน้มน้าว, ชักชวน",,hsk7
劝阻,"ห้ามปราม, ยับยั้ง",,hsk7
缺口,"ช่องโหว่, รอยรั่ว",,hsk7
缺失,"การขาดหายไป, ความบกพร่อง",,hsk7
缺席,"ขาดเรียน, ไม่มา",,hsk7
确切,"แน่นอน, ถูกต้อง",,hsk7
确信,"เชื่อมั่น, แน่ใจ",,hsk7
确凿,"แน่นอน, ชัดเจน",,hsk7
确诊,วินิจฉัย (โรค),,hsk7
燃放,"จุดไฟ, จุดระเบิด",,hsk7
燃气,แก๊ส,,hsk7
燃油,น้ำมันเชื้อเพลิง,,hsk7
嚷,"ตะโกน, ส่งเสียงดัง",,hsk7
让步,"การประนีประนอม, การยอมถอย",,hsk7
饶,"ยกเว้น, ปล่อยไว้",,hsk7
饶恕,"ให้อภัย, ละเว้นโทษ",,hsk7
扰乱,"ก่อกวน, ทำให้วุ่นวาย",,hsk7
绕行,"อ้อมไป, เลี่ยง",,hsk7
热潮,"กระแส, คลื่น",,hsk7
热带,เขตร้อน,,hsk7
热气球,บอลลูนลมร้อน,,hsk7
热腾腾,"ร้อนระอุ, อบอุ่น",,hsk7
热衷,"หลงใหล, สนใจอย่างมาก",,hsk7
人次,จำนวนครั้ง (คน),,hsk7
人道,มนุษยธรรม,,hsk7
人格,"บุคลิกภาพ, ลักษณะนิสัย",,hsk7
人工智能,ปัญญาประดิษฐ์,,hsk7
人均,"ต่อคน, ต่อหัว",,hsk7
人气,"ความนิยม, ชื่อเสียง",,hsk7
人情,"ความสัมพันธ์, น้ำใจ",,hsk7
人身,"ร่างกาย, ตัวบุคคล",,hsk7
人事,"เรื่องบุคคล, การบริหารงานบุคคล",,hsk7
人手,"กำลังคน, ผู้ช่วย",,hsk7
人体,ร่างกายมนุษย์,,hsk7
人为,"ที่มนุษย์สร้างขึ้น, โดยเจตนา",,hsk7
人文,"วัฒนธรรม, มนุษยศาสตร์",,hsk7
人行道,ทางเท้า,,hsk7
人性,"ความเป็นมนุษย์, อารมณ์",,hsk7
人选,"ผู้ถูกเลือก, ผู้สมัคร",,hsk7
人缘儿,"ความสัมพันธ์กับผู้คน, ความเป็นที่รัก",,hsk7
人造,"ประดิษฐ์, สร้างขึ้น",,hsk7
人质,ตัวประกัน,,hsk7
仁慈,"ความเมตตา, ความกรุณา",,hsk7
忍饥挨饿,อดทนต่อความหิวโหย,,hsk7
忍耐,"ความอดทน, การอดกลั้น",,hsk7
忍心,"ใจแข็ง, ไม่สงสาร",,hsk7
认错,ยอมรับผิด,,hsk7
认证,"การรับรอง, การยืนยัน",,hsk7
认知,"การรับรู้, ความเข้าใจ",,hsk7
任命,"แต่งตั้ง, มอบหมาย",,hsk7
任期,วาระการดำรงตำแหน่ง,,hsk7
任人宰割,"ตกเป็นเหยื่อ, ถูกเอาเปรียบ",,hsk7
任意,"ตามอำเภอใจ, โดยพลการ",,hsk7
任职,ดำรงตำแหน่ง,,hsk7
韧性,"ความยืดหยุ่น, ความเหนียว",,hsk7
日复一日,วันแล้ววันเล่า,,hsk7
日前,เมื่อเร็วๆ นี้,,hsk7
日趋,"ค่อยๆ, ทีละน้อย",,hsk7
日新月异,"เปลี่ยนแปลงอย่างรวดเร็ว, ก้าวหน้า",,hsk7
日益,"มากขึ้นเรื่อยๆ, วันแล้ววันเล่า",,hsk7
荣获,ได้รับรางวัล,,hsk7
荣幸,"เป็นเกียรติ, โชคดี",,hsk7
荣誉,"เกียรติยศ, ชื่อเสียง",,hsk7
容光焕发,"เปล่งปลั่ง, ผ่องใส",,hsk7
容量,"ความจุ, ปริมาตร",,hsk7
容纳,"รองรับ, บรรจุ",,hsk7
容忍,"อดทน, ทนทาน",,hsk7
容许,"อนุญาต, ยอมให้",,hsk7
容颜,"ใบหน้า, รูปลักษณ์",,hsk7
溶解,"ละลาย, สลาย",,hsk7
融,"การหลอมรวม, การผสมผสาน",,hsk7
融化,"ละลาย, ทำให้ละลาย",,hsk7
融洽,"ปรองดอง, สามัคคี",,hsk7
冗长,"ยืดยาว, เยิ่นเย้อ",,hsk7
柔和,"อ่อนโยน, นุ่มนวล",,hsk7
柔软,"นุ่ม, อ่อนนุ่ม",,hsk7
如果说,"ถ้า, หาก",,hsk7
如实,"ตามความเป็นจริง, อย่างตรงไปตรงมา",,hsk7
如愿以偿,"สมความปรารถนา, ได้ดั่งใจ",,hsk7
如醉如痴,"มัวเมา, เคลิบเคลิ้ม",,hsk7
儒家,ลัทธิขงจื๊อ,,hsk7
儒学,การศึกษาลัทธิขงจื๊อ,,hsk7
入场,"เข้าสู่, เข้าร่วม",,hsk7
入场券,ตั๋วเข้าชม,,hsk7
入侵,"การบุกรุก, การรุกราน",,hsk7
入手,"เริ่มต้น, ลงมือทำ",,hsk7
入选,ได้รับเลือก,,hsk7
软弱,"อ่อนแอ, ขี้ขลาด",,hsk7
软实力,"อำนาจละมุน, Soft Power",,hsk7
瑞雪,หิมะที่สวยงาม,,hsk7
润,"หล่อลื่น, ทำให้ชุ่มชื้น",,hsk7
若干,"จำนวนหนึ่ง, บางส่วน",,hsk7
弱点,"จุดอ่อน, ข้อบกพร่อง",,hsk7
弱势,"กลุ่มที่เสียเปรียบ, ฝ่ายอ่อนแอ",,hsk7
撒,"โปรย, สาด",,hsk7
撒谎,"โกหก, พูดเท็จ",,hsk7
赛车,แข่งรถ,,hsk7
三角,สามเหลี่ยม,,hsk7
三维,สามมิติ,,hsk7
散布,"กระจาย, แพร่",,hsk7
散发,"ปล่อย, แผ่",,hsk7
桑拿,ซาวน่า,,hsk7
丧生,"เสียชีวิต, สิ้นชีวิต",,hsk7
骚乱,"ความวุ่นวาย, จลาจล",,hsk7
扫除,"กวาดล้าง, ขจัด",,hsk7
扫描,"สแกน, ตรวจสอบ",,hsk7
扫墓,ไปเยี่ยมหลุมศพ,,hsk7
扫兴,"ทำให้เสียอารมณ์, ทำให้หมดสนุก",,hsk7
嫂子,พี่สะใภ้,,hsk7
僧人,"พระ, นักบวช",,hsk7
杀害,"ฆ่า, สังหาร",,hsk7
杀手,"นักฆ่า, มือสังหาร",,hsk7
沙龙,"ซาลอน, ห้องรับแขก",,hsk7
沙滩,ชายหาด,,hsk7
纱,"ผ้าโปร่ง, ด้าย",,hsk7
刹车,"เบรก, หยุด",,hsk7
砂糖,น้ำตาลทราย,,hsk7
傻瓜,"คนโง่, คนทึ่ม",,hsk7
筛,"ตะแกรง, ร่อน",,hsk7
筛选,"คัดกรอง, เลือกสรร",,hsk7
晒太阳,อาบแดด,,hsk7
山川,"ภูเขาและแม่น้ำ, ทิวทัศน์",,hsk7
山顶,ยอดเขา,,hsk7
山冈,เนินเขา,,hsk7
山岭,"เทือกเขา, สันเขา",,hsk7
山路,ทางภูเขา,,hsk7
删,"ลบ, ตัดออก",,hsk7
删除,"ลบ, ลบทิ้ง",,hsk7
善,"ดี, เก่ง",,hsk7
善意,"ความปรารถนาดี, เจตนาดี",,hsk7
膳食,"อาหาร, มื้ออาหาร",,hsk7
赡养,"เลี้ยงดู, อุปถัมภ์",,hsk7
伤残,"ทุพพลภาพ, พิการ",,hsk7
伤感,"เศร้า, หดหู่",,hsk7
伤痕,รอยแผลเป็น,,hsk7
伤脑筋,"น่าปวดหัว, น่ารำคาญ",,hsk7
伤势,"อาการบาดเจ็บ, สภาพการบาดเจ็บ",,hsk7
商贩,"พ่อค้าเร่, แผงลอย",,hsk7
商贾,"พ่อค้า, นักธุรกิจ",,hsk7
商讨,"หารือ, ปรึกษา",,hsk7
上场,"ขึ้นเวที, ลงสนาม",,hsk7
上调,ปรับขึ้น,,hsk7
上方,"ด้านบน, ส่วนบน",,hsk7
上岗,เข้าทำงาน,,hsk7
上火,"เป็นไข้, มีไข้",,hsk7
上空,"ท้องฟ้า, เหนือหัว",,hsk7
上流,"ชนชั้นสูง, วงสังคมชั้นสูง",,hsk7
上期,"งวดก่อน, ฉบับก่อน",,hsk7
上任,เข้ารับตำแหน่ง,,hsk7
上述,ดังกล่าวข้างต้น,,hsk7
上司,"หัวหน้า, เจ้านาย",,hsk7
上诉,"อุทธรณ์, ฟ้องร้อง",,hsk7
上头,"ข้างบน, ส่วนบน",,hsk7
上限,"ขีดจำกัดบน, สูงสุด",,hsk7
上旬,สิบวันแรกของเดือน,,hsk7
上瘾,"ติด (ยา, นิสัย)",,hsk7
上映,ฉาย (ภาพยนตร์),,hsk7
上游,"ต้นน้ำ, เหนือกระแสน้ำ",,hsk7
尚,"ยัง, ยังคง",,hsk7
尚未,"ยังไม่, ยังไม่ได้",,hsk7
捎,"ส่ง, นำไป",,hsk7
烧毁,เผาทำลาย,,hsk7
烧烤,"ปิ้งย่าง, บาร์บีคิว",,hsk7
稍后,หลังจากนี้เล็กน้อย,,hsk7
稍候,รอสักครู่,,hsk7
稍稍,"เล็กน้อย, นิดหน่อย",,hsk7
少不了,"ขาดไม่ได้, จำเป็น",,hsk7
少见,"หายาก, ไม่ค่อยพบ",,hsk7
少量,ปริมาณน้อย,,hsk7
少林寺,วัดเส้าหลิน,,hsk7
少女,"เด็กสาว, วัยรุ่นหญิง",,hsk7
少有,"มีน้อย, ไม่ค่อยมี",,hsk7
奢望,"ความปรารถนาอันแรงกล้า, ความคาดหวังสูง",,hsk7
设,"ตั้ง, จัดตั้ง",,hsk7
设定,"กำหนด, ตั้งค่า",,hsk7
设法,"พยายาม, หาทาง",,hsk7
社会主义,สังคมนิยม,,hsk7
社论,"บทบรรณาธิการ, บทนำ",,hsk7
涉嫌,"ต้องสงสัย, มีส่วนเกี่ยวข้อง",,hsk7
摄氏度,องศาเซลเซียส,,hsk7
申办,"เสนอตัว, ยื่นเสนอ, ขอเสนอ",,hsk7
申领,"ยื่นขอ, ขอรับ",,hsk7
伸手,"ยื่นมือ, ยื่นมือออกไป",,hsk7
伸缩,"ยืดหด, ยืดหยุ่น",,hsk7
伸张,"ขยาย, ทำให้กว้างขวาง, ทำให้เป็นที่รู้จัก",,hsk7
身不由己,"สุดวิสัย, ทำอะไรไม่ได้",,hsk7
身价,"มูลค่า, ราคา, คุณค่า",,hsk7
身躯,"ร่างกาย, ท่อนกาย",,hsk7
身心,ร่างกายและจิตใจ,,hsk7
身影,"เงา, ร่าง",,hsk7
身子,ร่างกาย,,hsk7
深奥,"ลึกซึ้ง, ซับซ้อน, เข้าใจยาก",,hsk7
深切,"ลึกซึ้ง, อย่างยิ่ง",,hsk7
深情,"ลึกซึ้ง, เต็มไปด้วยความรู้สึก",,hsk7
深入人心,"เข้าถึงใจ, เป็นที่ยอมรับอย่างกว้างขวาง",,hsk7
深受,"ได้รับอย่างมาก, ได้รับผลกระทบอย่างมาก",,hsk7
深思,"ครุ่นคิด, ไตร่ตรองอย่างลึกซึ้ง",,hsk7
深信,"เชื่อมั่นอย่างยิ่ง, เชื่ออย่างสุดใจ",,hsk7
深夜,"กลางดึก, ยามดึก",,hsk7
深远,"ลึกซึ้ง, กว้างไกล, มีผลยาวนาน",,hsk7
甚至于,"ถึงกับ, แม้กระทั่ง",,hsk7
神气,"ท่าทาง, กิริยา, อวดดี",,hsk7
神圣,"ศักดิ์สิทธิ์, สูงส่ง",,hsk7
神态,"ท่าทาง, สีหน้า, อารมณ์",,hsk7
神仙,"เทพเซียน, เทพเจ้า",,hsk7
审,"ตรวจสอบ, พิจารณา, พิจารณาคดี",,hsk7
审定,"ตรวจสอบและอนุมัติ, ตรวจทานและตัดสิน",,hsk7
审判,"การพิจารณาคดี, การตัดสินคดี",,hsk7
审批,"การอนุมัติ, การตรวจสอบและอนุมัติ",,hsk7
审视,"พิจารณาอย่างละเอียด, ตรวจสอบอย่างถี่ถ้วน",,hsk7
渗,"ซึม, รั่ว",,hsk7
渗透,"ซึมซาบ, แทรกซึม, แพร่กระจาย",,hsk7
慎重,"รอบคอบ, ระมัดระวัง, ไตร่ตรอง",,hsk7
生机,"พลังชีวิต, ความมีชีวิตชีวา",,hsk7
生理,"สรีรวิทยา, เกี่ยวกับสรีระ",,hsk7
生命线,เส้นชีวิต,,hsk7
生怕,"กลัวว่า, เกรงว่า",,hsk7
生平,"ตลอดชีวิต, ประวัติชีวิต",,hsk7
生前,"ก่อนตาย, ช่วงที่ยังมีชีวิตอยู่",,hsk7
生死,"ความเป็นความตาย, ชีวิตและความตาย",,hsk7
生态,"นิเวศ, ระบบนิเวศ",,hsk7
生效,"มีผลบังคับใช้, มีผล",,hsk7
生涯,"อาชีพ, ชีวิตการทำงาน",,hsk7
生育,"การให้กำเนิด, การสืบพันธุ์",,hsk7
声称,"อ้างว่า, กล่าวอ้าง",,hsk7
声望,"ชื่อเสียง, เกียรติยศ",,hsk7
声誉,"ชื่อเสียง, เกียรติยศ",,hsk7
牲畜,"ปศุสัตว์, สัตว์เลี้ยง",,hsk7
省略,"ละไว้, ละเว้น, ตัดออก",,hsk7
省事,"ประหยัดแรง, สะดวก",,hsk7
圣贤,"นักปราชญ์, ผู้มีคุณธรรม",,hsk7
胜出,"ชนะ, ได้เปรียบ",,hsk7
胜任,"เหมาะสมกับตำแหน่ง, มีคุณสมบัติ",,hsk7
盛,"เต็ม, มาก, ใหญ่",,hsk7
盛大,"ยิ่งใหญ่, โอ่อ่า, หรูหรา",,hsk7
盛会,"งานใหญ่, งานเฉลิมฉลอง",,hsk7
盛开,"เบ่งบานเต็มที่, บานสะพรั่ง",,hsk7
盛气凌人,"หยิ่งยโส, อวดดี, ข่มเหงผู้อื่น",,hsk7
尸体,"ศพ, ซากศพ",,hsk7
失传,"สูญหายไป, เลือนหายไป",,hsk7
失控,"ควบคุมไม่ได้, เสียการควบคุม",,hsk7
失利,"พ่ายแพ้, ล้มเหลว",,hsk7
失恋,อกหัก,,hsk7
失落,"รู้สึกสูญเสีย, รู้สึกผิดหวัง, หลงทาง",,hsk7
失明,ตาบอด,,hsk7
失效,"หมดอายุ, ใช้การไม่ได้",,hsk7
失业率,อัตราการว่างงาน,,hsk7
师范,"การฝึกหัดครู, การศึกษาครู",,hsk7
师长,"ครูบาอาจารย์, ผู้ใหญ่",,hsk7
师资,"คณาจารย์, ครู",,hsk7
施工,"การก่อสร้าง, การดำเนินการก่อสร้าง",,hsk7
施加,"ใช้, นำมาใช้, บังคับใช้",,hsk7
施行,"ดำเนินการ, ปฏิบัติ",,hsk7
施压,"กดดัน, ใช้แรงกดดัน",,hsk7
狮子,สิงโต,,hsk7
湿度,ความชื้น,,hsk7
十字路口,"สี่แยก, สี่แพร่ง",,hsk7
时不时,"เป็นครั้งคราว, บ่อยๆ",,hsk7
时段,"ช่วงเวลา, ระยะเวลา",,hsk7
时隔,"ห่างกัน, เว้นระยะ",,hsk7
时好时坏,"ดีบ้างร้ายบ้าง, ไม่แน่นอน",,hsk7
时间表,ตารางเวลา,,hsk7
时空,"กาลอวกาศ, มิติเวลาและอวกาศ",,hsk7
时速,ความเร็วต่อชั่วโมง,,hsk7
实地,"ภาคสนาม, สถานที่จริง",,hsk7
实话,"ความจริง, เรื่องจริง",,hsk7
实话实说,"พูดความจริง, พูดตรงไปตรงมา",,hsk7
实况,"สถานการณ์จริง, การถ่ายทอดสด",,hsk7
实事求是,"ยึดมั่นในความจริง, ทำตามความเป็นจริง",,hsk7
实体,"รูปธรรม, สิ่งที่เป็นรูปธรรม",,hsk7
实物,"วัตถุ, สิ่งของ",,hsk7
实质,"แก่นสาร, สาระสำคัญ",,hsk7
食宿,ที่พักและอาหาร,,hsk7
食用,"บริโภค, ใช้กิน",,hsk7
史无前例,ไม่เคยมีมาก่อนในประวัติศาสตร์,,hsk7
使唤,"ใช้สอย, สั่งให้ทำ",,hsk7
